,ts,target
3671,"[ 3.13736022e-22  2.08840547e-23  3.69387274e-23 ...  2.52075395e-22
 -3.46044830e-22 -7.80019256e-23]",1
3672,"[-7.34136683e-23  5.82599450e-23 -8.59232290e-23 ... -1.49676939e-22
  1.25460983e-23  2.26741256e-22]",1
3673,"[ 2.36278999e-22 -3.23413146e-22  1.08177067e-22 ...  3.00228756e-22
 -5.33506420e-23 -1.83624545e-22]",0
3674,"[6.00785120e-23 1.00800775e-23 7.72673730e-23 ... 5.19597917e-23
 1.40160090e-23 8.71778242e-23]",0
3675,"[-1.23181847e-22 -2.47391362e-22  1.58647818e-22 ... -4.37622596e-23
 -8.08484542e-24  3.27851414e-23]",1
3676,"[-4.04710139e-23  8.51882834e-23  1.10509480e-22 ...  2.53510414e-22
  2.93284485e-23  6.64476484e-23]",1
3677,"[-3.22118621e-22  2.59291703e-22 -3.75440120e-23 ... -1.13775496e-22
 -1.06025435e-22  2.05193288e-22]",1
3678,"[-5.66023581e-24  7.18923059e-23  1.89157092e-24 ... -3.71323393e-23
  1.04340495e-22 -3.35084762e-22]",1
3679,"[ 8.66026445e-23 -8.12134739e-23 -5.26337648e-23 ... -5.45124862e-24
 -1.08839230e-22 -9.60919403e-23]",1
3680,"[ 1.47129565e-22 -1.09910453e-23  3.34392927e-23 ...  3.61461446e-23
  5.64777897e-24  4.91446790e-24]",0
3681,"[ 1.57637484e-22 -4.33829211e-23 -5.26330311e-23 ... -8.15471051e-23
  3.71525664e-22  5.07289828e-23]",0
3682,"[ 1.29846568e-22 -1.29123885e-22 -9.14083078e-23 ...  5.37477128e-23
  6.01069013e-23 -1.65968810e-22]",1
3683,"[-4.56947682e-23 -2.80284094e-23  8.56108481e-23 ...  9.83760289e-23
  8.27124541e-23  1.54065992e-22]",1
3684,"[-3.68774589e-23  1.88353073e-22 -8.61011595e-23 ... -1.49510498e-22
 -1.54827673e-22  1.35331581e-22]",1
3685,"[ 9.73175725e-23  1.96531931e-23 -1.15854379e-22 ... -1.43100544e-22
  1.26375805e-22 -1.24310846e-22]",1
3686,"[ 1.29246706e-22  2.29503712e-23 -1.16831437e-22 ... -2.77550514e-22
  1.24190734e-23  2.58476224e-23]",1
3687,"[ 2.13152616e-22 -3.06305958e-22  6.26430144e-23 ...  4.03659003e-23
 -2.14213152e-22  8.59674181e-23]",0
3688,"[-1.23461809e-23 -3.01984156e-22  3.99806394e-23 ... -8.45508699e-23
  2.29375267e-22 -8.75991398e-23]",0
3689,"[-9.34207720e-23  2.30248203e-23  4.77647380e-23 ... -5.30305773e-23
  8.45623174e-23  2.12704694e-25]",1
3690,"[-5.93963824e-23  3.24197072e-23 -2.35632124e-22 ...  2.93831636e-22
  7.16184034e-23 -9.73731360e-23]",1
3691,"[-5.90768219e-23 -1.33309493e-23 -7.74284017e-23 ...  7.22053190e-23
 -1.16502130e-22 -8.35470686e-23]",1
3692,"[ 1.09562010e-22 -2.00604634e-23  9.86903257e-23 ...  5.88058379e-23
  3.09623581e-23 -6.10843986e-23]",1
3693,"[-1.07044821e-22  7.12202051e-23 -5.21435780e-23 ...  7.17887917e-23
  6.69042573e-23  4.35626029e-23]",1
3694,"[-1.59707368e-23 -7.29231951e-24 -6.50497751e-23 ...  5.88844511e-23
  5.36814547e-24  7.47855747e-23]",0
3695,"[ 1.01101873e-22 -8.38714918e-23  2.07603735e-23 ... -1.47890703e-22
  1.56998380e-22 -8.25337412e-23]",0
3696,"[-1.76883600e-23 -1.53609827e-22  9.15875733e-24 ... -2.04799540e-22
  9.91882273e-23 -7.39338304e-23]",1
3697,"[ 5.44400278e-23  1.39973745e-23  1.48809012e-22 ...  1.06978993e-22
 -2.44012256e-23  5.31997540e-23]",1
3698,"[ 2.72101399e-23 -1.53943387e-23 -3.03437361e-22 ...  5.47818792e-23
  1.22537813e-22 -7.92425088e-23]",1
3699,"[-5.08453014e-23 -2.59445549e-22  3.76060593e-22 ... -1.47713951e-23
 -1.09665827e-22  5.23665465e-24]",1
3700,"[ 3.02939293e-23  1.12985530e-23 -2.85900991e-23 ...  2.35775412e-22
 -1.86352446e-22  6.30977662e-23]",1
3701,"[-1.63792418e-22 -2.28109557e-23 -3.31821066e-23 ...  1.05765772e-22
 -3.01364572e-22  7.55128876e-23]",0
3702,"[ 1.55373614e-23  5.71930451e-23 -3.98229506e-22 ...  2.77840393e-23
 -6.96227760e-23 -3.07219576e-22]",0
3703,"[-1.95490257e-23 -1.19439060e-22 -3.85202799e-23 ...  6.56127868e-23
  1.57728821e-23 -3.65996318e-23]",1
3704,"[-7.39116283e-23 -7.86383532e-23 -1.94981434e-23 ... -1.73607693e-22
  1.48970431e-22 -5.20604602e-23]",1
3705,"[ 2.70415050e-22 -9.07502145e-24  1.26764976e-22 ...  2.65434792e-23
  1.87868241e-26 -1.85558385e-22]",1
3706,"[ 2.38897126e-23 -2.26094744e-22  3.86056642e-22 ...  2.01051392e-22
 -2.06602706e-22  9.92134721e-23]",1
3707,"[ 2.89617005e-22 -1.46688922e-22  3.28012834e-23 ... -8.80137608e-23
 -5.71599172e-23  7.97550163e-23]",1
3708,"[-5.97843878e-23 -1.68158301e-24 -2.67134512e-22 ...  1.67592118e-22
 -3.72239418e-23 -1.89667442e-22]",0
3709,"[-3.62185226e-23  5.32869145e-23  1.96041507e-22 ... -8.13074272e-23
  2.86843853e-23 -1.73779181e-23]",0
3710,"[-1.51282587e-22 -8.31573134e-23  4.18738244e-23 ...  4.99825543e-23
 -1.03806004e-23  3.62275951e-23]",1
3711,"[-1.58053115e-22  2.13798146e-22 -1.91652985e-22 ... -3.58308071e-23
  1.99873638e-22  6.36622525e-23]",1
3712,"[-2.60375486e-23  4.85582955e-23  1.44397763e-22 ...  3.81368365e-23
  2.25774945e-23 -2.23207475e-22]",1
3713,"[-1.96370361e-23  1.29241057e-23  2.93660373e-22 ...  1.07210352e-22
  2.25614668e-22 -9.37282074e-24]",1
3714,"[ 8.42078372e-23  5.68783426e-23 -1.37683592e-22 ...  7.76220613e-23
 -1.45960734e-22  8.07293032e-23]",1
3715,"[ 1.81438935e-22 -1.12415042e-22 -1.07624667e-23 ...  1.21673594e-22
 -1.17702284e-22 -1.25071800e-23]",0
3716,"[-2.20342541e-22  2.94359278e-22 -1.51167048e-22 ...  2.38739900e-23
  2.63756413e-22  8.26206361e-23]",0
3717,"[-7.15478835e-23 -2.30913720e-23  5.37420385e-23 ... -1.75109351e-22
  5.11898482e-23  1.47662332e-23]",1
3718,"[ 2.37937296e-22 -2.39209260e-22  9.81790394e-23 ...  2.10902316e-22
 -2.57857935e-23 -7.90896158e-23]",1
3719,"[ 8.42031885e-23  6.69460042e-23 -1.73565553e-22 ... -7.14901773e-24
 -1.78837650e-22  4.05104241e-23]",1
3720,"[ 9.25941672e-23  3.75447533e-23 -1.82970670e-22 ...  4.36768093e-23
 -1.10243256e-22  1.47621724e-22]",1
3721,"[ 5.80544055e-23  1.10139443e-22 -6.77756063e-23 ...  2.93073286e-22
  1.57794669e-22 -1.72442652e-22]",1
3722,"[-1.76061625e-22  1.35779806e-22 -4.09680552e-22 ...  2.55075646e-22
 -1.47835943e-22 -1.94430253e-23]",0
3723,"[ 1.75272818e-24 -4.64570958e-23  9.68057826e-23 ...  1.62332299e-22
 -1.13677431e-22 -2.15145630e-22]",0
3724,"[-7.02562998e-23  8.29248963e-23  9.47709406e-23 ...  8.63834803e-23
 -1.00177919e-22 -1.05566871e-23]",1
3725,"[-1.02981010e-22  6.02453603e-23 -8.51599985e-24 ...  4.00006834e-23
 -1.80940596e-22  2.92542240e-23]",1
3726,"[ 9.21047276e-23  3.10689446e-23 -3.62523386e-22 ... -1.44342976e-22
  1.17393028e-22  3.70628040e-22]",1
3727,"[ 1.77082541e-22 -1.61225229e-23 -3.12141531e-22 ... -1.58988905e-22
 -2.11545489e-22  2.31089966e-23]",1
3728,"[-1.20559858e-22  1.33360395e-22 -4.45645253e-23 ... -1.12621652e-22
  5.45281074e-23 -2.01913197e-22]",1
3729,"[ 5.92884255e-23 -6.24272046e-23 -1.22197606e-22 ...  2.20747739e-22
  8.94805095e-23 -9.19168099e-23]",0
3730,"[-7.72810948e-23  1.58309943e-22 -1.31054725e-22 ... -9.15402183e-23
  2.48027620e-22  1.11397426e-23]",0
3731,"[ 1.11050815e-23 -4.45452443e-24 -1.67511591e-22 ... -7.28525649e-23
 -1.77836315e-23  1.08351669e-22]",1
3732,"[-3.82130406e-22 -1.70863933e-23 -4.81121495e-23 ... -3.21622649e-22
  6.02251645e-23  4.00353066e-22]",1
3733,"[ 1.56956139e-22  3.77617684e-23  1.26936661e-22 ... -1.81339431e-22
  5.50485172e-23 -5.61188507e-23]",1
3734,"[ 4.15585697e-23  1.13460727e-22 -2.70593582e-23 ... -2.48688829e-22
  9.67758426e-23  1.73123891e-22]",1
3735,"[-5.46115140e-23  9.55465470e-23 -1.30452662e-24 ... -2.16035978e-22
  1.10477306e-22 -1.64367849e-22]",1
3736,"[-1.24966518e-22  1.16448804e-22 -1.21844523e-23 ...  1.19367755e-22
 -7.16035915e-23 -6.29583711e-23]",0
3737,"[-5.47456363e-23  9.00760583e-23 -1.56910801e-22 ...  2.33347302e-23
 -9.95075699e-23  4.03281563e-23]",0
3738,"[-3.93575683e-23 -2.55410515e-23 -4.54445605e-23 ...  1.06905769e-22
 -4.56958891e-24  2.90385085e-22]",1
3739,"[-5.27527218e-23  6.71859448e-23 -1.74526600e-22 ... -2.51602535e-23
 -1.46127537e-22  1.23564465e-22]",1
3740,"[-4.62414184e-23 -1.88010622e-22 -2.66258352e-22 ... -4.31583975e-22
  2.24355947e-22  1.47464627e-23]",1
3741,"[-4.46372113e-23 -5.66462074e-24  5.65386953e-23 ... -1.79071037e-22
  7.65293945e-23  9.91978150e-23]",1
3742,"[ 1.66368752e-22 -2.01149605e-22  1.13783878e-22 ...  3.74472589e-22
 -1.39928793e-22 -1.05438864e-22]",1
3743,"[ 7.87610304e-23 -1.07373882e-22  2.59879889e-23 ...  2.33042958e-22
 -1.25643215e-22  4.33858973e-23]",0
3744,"[ 3.77032412e-23 -2.26273303e-23  1.16387974e-22 ... -6.03067210e-23
  1.33021551e-22 -1.54772356e-22]",0
3745,"[ 1.63680477e-22 -1.89899309e-23  1.27978466e-22 ... -5.16160442e-23
  9.58114406e-23 -2.13277188e-24]",1
3746,"[-1.92109533e-23  1.39568365e-22 -9.29835981e-23 ...  8.74094751e-23
 -8.56242111e-23  1.24103800e-22]",1
3747,"[ 8.75752700e-23 -6.87991941e-23  1.89267700e-22 ...  1.29126012e-22
 -1.34504532e-22 -2.05959611e-23]",1
3748,"[ 1.41369865e-22 -1.56653935e-22  1.15273754e-22 ... -2.36110857e-23
  1.15422241e-22 -1.40323165e-22]",1
3749,"[ 2.75111104e-22 -2.20663489e-22 -1.60576364e-22 ... -2.59279967e-22
 -1.15972238e-23 -1.53637614e-22]",1
3750,"[ 9.85138461e-23 -1.93632781e-22 -7.93736156e-23 ...  4.86244029e-23
 -2.11644506e-22  1.63513935e-22]",0
3751,"[ 5.93017897e-23 -1.45795738e-22  7.18949483e-23 ...  2.60502079e-22
  7.66492197e-23  1.49574305e-22]",0
3752,"[-5.67416600e-23  4.55339935e-24 -1.14070208e-22 ...  1.65087232e-22
 -4.77500563e-23 -9.58692479e-23]",1
3753,"[-2.99606118e-24 -8.38767569e-23 -1.37426949e-22 ...  4.89356238e-23
 -3.10051378e-23 -7.49595007e-23]",1
3754,"[ 2.04547530e-22 -5.89597829e-24 -5.26708783e-23 ...  4.19825568e-24
 -1.85686106e-22  1.39516313e-22]",1
3755,"[-1.09283877e-23  1.44822978e-22 -4.18065764e-23 ...  1.00567101e-22
 -1.27649544e-22  1.61420169e-22]",1
3756,"[-6.83224440e-23  5.90875720e-23  5.80682997e-23 ... -3.96089535e-23
  1.06340247e-22 -2.02085740e-22]",1
3757,"[-3.82689182e-23 -3.29247839e-22  2.30180784e-22 ...  1.01883653e-22
 -1.56878883e-22  6.00687532e-23]",0
3758,"[-7.11442580e-23 -1.36366441e-22  1.93916452e-22 ...  1.03939751e-22
 -1.00481153e-22  1.82872732e-22]",0
3759,"[ 1.38377293e-22  9.16671257e-23 -1.43835814e-22 ... -2.37491910e-23
  2.83733841e-22  1.72919961e-22]",1
3760,"[ 9.40341884e-23 -9.18536071e-23 -7.77527121e-24 ...  1.91031811e-22
  3.12866903e-24  1.26826799e-22]",1
3761,"[-9.50606278e-22  1.83159980e-21  2.37849525e-22 ... -1.05662007e-21
  1.67205254e-21 -4.50758242e-22]",0
3762,"[ 1.96011347e-21 -3.75551118e-21  4.48411124e-21 ...  3.90735999e-22
  1.82228238e-21 -2.33850434e-21]",0
3763,"[-2.10515052e-22 -1.86353571e-22  1.99852257e-22 ...  9.64636694e-22
  4.24455422e-22 -1.31152428e-21]",0
3764,"[-3.59797732e-24 -4.51091987e-23  1.41613807e-22 ... -5.84700701e-23
  2.40961960e-23  1.74511874e-22]",0
3765,"[-1.04149937e-21 -1.93802321e-22  5.21578873e-22 ...  3.28240022e-21
 -2.18816770e-21  9.48536078e-22]",0
3766,"[ 2.38144937e-22 -9.43484899e-23  2.71714090e-22 ... -1.00226231e-22
 -3.08359059e-22  5.53923020e-23]",0
3767,"[ 5.51695922e-23 -1.99070250e-22 -5.36487046e-22 ... -3.47715229e-22
  8.68376785e-22 -2.32625242e-22]",0
3768,"[-3.73656643e-23  2.81501442e-23  2.37145584e-23 ... -2.36537792e-25
 -4.34321339e-24 -3.09262903e-23]",0
3769,"[ 1.03558044e-24 -5.05608683e-23 -4.21613608e-23 ...  2.52930969e-23
  3.29641233e-23 -3.82031361e-23]",0
3770,"[-1.67713931e-23 -8.43419498e-24 -6.26600787e-23 ...  5.06235737e-23
  5.16252333e-23 -4.15739806e-23]",0
3771,"[-1.61550524e-21  2.96211730e-22 -2.11362206e-22 ...  2.38396650e-21
 -3.21526382e-22 -4.02111133e-22]",0
3772,"[ 1.95864474e-22 -6.14576576e-23 -1.03460343e-23 ... -8.01349920e-23
 -8.70720009e-23 -3.81594550e-23]",0
3773,"[ 1.24999157e-22 -3.65805816e-22 -1.51729365e-22 ...  9.75335178e-22
 -1.61876380e-21  1.14930996e-21]",0
3774,"[ 1.48073733e-23 -5.04624458e-23 -2.22717460e-24 ... -2.86463323e-23
  7.75617038e-23 -4.55397324e-23]",0
3775,"[-3.20378028e-22  9.01627834e-22  1.66419895e-22 ...  2.39702794e-21
 -3.87891403e-22  2.15050289e-22]",0
3776,"[-1.08098771e-23 -7.91436694e-23  2.58747077e-22 ... -2.24659302e-22
  6.82108217e-23  2.95350859e-22]",0
3777,"[ 2.05922118e-21 -1.92403090e-21  1.35635038e-21 ... -1.94314678e-21
 -4.55661382e-22  2.29541958e-21]",0
3778,"[ 1.87412264e-23 -1.70783919e-23  4.79038152e-23 ...  8.39803878e-23
  2.36802884e-23  5.34760800e-23]",0
3779,"[-2.62680449e-21 -7.24904139e-22  1.07645144e-21 ... -3.38683099e-21
  2.74404912e-21 -1.07193695e-22]",0
3780,"[-4.82421440e-23 -4.68197669e-23 -1.42427321e-23 ... -3.89947415e-23
  4.25723644e-23 -4.08069118e-23]",0
3781,"[-1.02367106e-21  1.12177587e-21 -1.08188645e-21 ...  4.02848015e-22
  2.08688262e-22  8.32369008e-22]",0
3782,"[ 1.01988728e-22 -1.08603432e-22  5.05442729e-23 ...  1.59265915e-26
 -4.35786597e-23 -4.51718148e-23]",0
3783,"[ 1.34653867e-21  6.55519237e-22  1.12485736e-21 ...  4.35650979e-21
 -1.41550028e-21 -2.86874821e-22]",0
3784,"[ 4.02555736e-23  9.02700862e-24 -8.17501276e-24 ...  5.11490391e-23
 -5.47431789e-23  5.55284094e-24]",0
3785,"[ 1.81973418e-21  2.68984447e-21 -4.64256266e-21 ... -1.93340027e-22
  4.62750221e-22  2.09670174e-21]",0
3786,"[-9.82392236e-24  3.55447233e-23  1.85100480e-23 ...  1.30130947e-23
 -1.70464496e-23  4.91572812e-23]",0
3787,"[ 1.45762929e-22 -1.33614503e-23 -3.80534015e-24 ...  1.04983520e-22
 -1.02726235e-22 -4.10561369e-23]",0
3788,"[-2.12167871e-23  7.14970093e-23 -6.23497817e-23 ... -3.19456524e-23
  6.39826627e-23 -2.83316287e-23]",0
3789,"[-7.99871664e-22 -8.84614660e-22  8.19106239e-22 ... -6.46730168e-22
  5.34981878e-22 -2.83772414e-22]",0
3790,"[-1.88168066e-23 -5.07313853e-24 -1.27483006e-23 ...  6.89789267e-23
 -7.22244091e-23 -6.24132932e-23]",0
3791,"[ 1.30931279e-21 -3.29019450e-23  2.06049047e-21 ...  2.15670766e-21
 -2.32931836e-22  4.42756280e-22]",0
3792,"[ 1.34442568e-23  4.20519001e-23 -4.15832236e-23 ...  2.00220213e-23
  1.97539935e-23 -1.47135178e-23]",0
3793,"[ 5.06992719e-22 -3.23513840e-21 -1.42896623e-21 ...  3.88635362e-22
  3.56244272e-21 -3.61917243e-21]",0
3794,"[ 6.73022992e-23 -4.32392102e-23 -1.72187269e-24 ...  1.04072275e-23
  2.19699537e-23 -2.66109965e-23]",0
3795,"[-8.20211828e-22 -1.56426423e-22 -1.90232034e-21 ... -2.86371537e-21
  2.64667062e-21  2.14576194e-21]",0
3796,"[ 9.43777996e-24  3.69249735e-23  4.85810369e-24 ... -2.58998197e-24
 -1.47121451e-23  8.98224468e-23]",0
3797,"[-1.25117241e-22  6.10393814e-23  7.13413213e-23 ...  2.26957987e-23
  4.54983620e-23 -5.41345507e-23]",0
3798,"[ 1.73738001e-22  1.07517838e-22  1.28301728e-22 ...  1.62025587e-22
  1.32574068e-22 -5.53217021e-23]",0
3799,"[-2.72631083e-21  1.56873875e-21 -5.48013466e-22 ... -1.34619044e-21
  5.26472528e-22  1.57705623e-21]",0
3800,"[-6.54510850e-23  1.80277186e-22  3.93210586e-23 ...  8.97703871e-24
  2.48615800e-25 -5.06239190e-23]",0
3801,"[ 5.81306019e-22 -7.16719594e-22  2.24268286e-21 ...  2.53922587e-22
 -3.83084413e-22 -4.64053743e-22]",0
3802,"[-1.83305061e-22  6.54659448e-23 -3.91868509e-23 ...  1.37796667e-22
 -8.60757554e-23  2.19558022e-22]",0
3803,"[ 2.62258598e-22 -2.11946342e-22  1.94070529e-22 ... -1.58158602e-22
  5.49261921e-23 -8.93318181e-23]",0
3804,"[-2.50520031e-23 -1.15176439e-23  8.58795132e-23 ... -1.44745436e-23
 -3.06116666e-23  5.83726473e-23]",0
3805,"[ 8.36573079e-22 -8.13056685e-22 -1.91289435e-22 ...  8.01185600e-22
  5.12970331e-22 -1.26422433e-21]",0
3806,"[ 6.89868798e-23  1.80327828e-23 -1.73191267e-23 ... -3.76292748e-23
 -5.94588490e-23  9.78681927e-23]",0
3807,"[ 1.60204881e-21 -1.10396655e-21  2.87338727e-21 ... -3.16251630e-22
  9.20034919e-22 -8.28560224e-22]",0
3808,"[ 1.80792592e-23  4.45094988e-23  2.96543249e-23 ... -1.90246217e-23
 -1.74571370e-23 -9.95284860e-23]",0
3809,"[ 8.23135074e-24  7.63674610e-23  2.20817053e-23 ... -1.08092025e-22
 -4.18579660e-23 -1.63619073e-23]",0
3810,"[-6.34706000e-24 -2.35523119e-23 -1.01474162e-22 ... -1.29310343e-22
 -6.19074768e-25 -2.48251735e-23]",0
3811,"[-1.27124596e-21  3.33060049e-21 -1.51309317e-21 ...  1.89248229e-21
 -2.69107814e-21 -8.74363638e-22]",0
3812,"[ 7.04065595e-23 -1.60249356e-23 -3.66094630e-23 ... -2.00829543e-23
 -7.25442050e-23  1.22758767e-22]",0
3813,"[ 1.00621618e-21 -1.07307587e-21 -6.57903842e-22 ... -2.05592185e-21
  3.54423922e-21 -7.95917224e-22]",0
3814,"[ 1.55843083e-23  2.06317183e-23  2.16456712e-24 ... -8.65912747e-24
 -3.50802827e-24 -2.50020352e-24]",0
3815,"[-8.28966275e-22 -5.02625823e-22  3.44023419e-21 ...  8.67189065e-22
  1.23443191e-21 -1.82274754e-21]",0
3816,"[-1.44092293e-23 -1.65111348e-24  4.91278332e-23 ... -3.43356164e-23
  3.15531821e-23  7.47904759e-23]",0
3817,"[-3.36076644e-21  3.08969588e-21 -4.10911255e-21 ... -4.12598606e-21
  2.74343268e-21 -2.83430609e-21]",0
3818,"[ 2.97649636e-22 -2.87696544e-22  2.06412420e-23 ... -8.61891378e-23
  5.43747261e-23  1.17893867e-22]",0
3819,"[-1.74150851e-22  2.69908610e-22 -1.46351660e-21 ... -1.09068604e-21
  1.16272202e-21 -3.41887579e-22]",0
3820,"[ 2.93330321e-23 -6.11368095e-23  7.84399247e-23 ... -3.88408567e-23
 -1.73280060e-23 -6.91467029e-24]",0
3821,"[ 1.89902930e-22  1.50701949e-22  2.42584308e-22 ... -5.01571480e-22
  6.05151487e-22 -8.41431518e-22]",0
3822,"[-2.54520585e-23 -6.24737108e-24  3.75666615e-23 ... -3.44843787e-23
  2.74336542e-23 -2.26802076e-23]",0
3823,"[-2.62513900e-21 -7.52833209e-22  7.43529579e-22 ... -7.71875558e-22
  1.52515780e-21  6.90761811e-22]",0
3824,"[-1.46406579e-22  1.10576181e-22  2.25755081e-23 ... -6.21067960e-24
  5.71341926e-24  4.04618357e-23]",0
3825,"[-1.72779436e-22  8.66600585e-23  6.73766317e-23 ... -1.68134765e-22
  6.29546169e-23  4.25617460e-24]",0
3826,"[ 8.22283480e-23  9.37603414e-23 -1.13622787e-22 ... -4.12476647e-23
  1.13881508e-22 -4.13133037e-23]",0
3827,"[-2.57316910e-22  4.47969835e-22 -9.18963276e-22 ...  9.15764777e-22
  3.54010424e-22  7.28803281e-22]",0
3828,"[ 1.21710502e-23 -3.04854869e-23  1.48871868e-23 ...  4.87544427e-23
 -3.35388276e-23  7.59892024e-23]",0
3829,"[-1.39808844e-21  1.21584808e-21 -1.81939007e-21 ...  1.27290958e-21
 -1.37780576e-21  1.97236556e-21]",0
3830,"[-4.44679468e-23  4.66211099e-23  1.55104273e-23 ... -1.65115979e-23
  1.93224041e-23 -1.11522255e-23]",0
3831,"[ 3.01180522e-21 -2.62602083e-21  5.37276712e-21 ... -3.80992114e-22
 -4.22750212e-22  8.82628517e-23]",0
3832,"[-1.67145020e-23  2.97999617e-23 -2.96037992e-23 ...  1.73428325e-23
 -2.40884002e-23  2.59956413e-23]",0
3833,"[ 2.14154908e-21  1.07026058e-21 -1.35708454e-21 ... -9.19523116e-22
  1.30783918e-21 -1.46281590e-22]",0
3834,"[-1.20624132e-24 -3.23420067e-23  1.04427170e-23 ... -8.86594672e-24
 -1.17298747e-23  3.50737947e-23]",0
3835,"[-2.39702197e-22 -1.45689213e-21 -4.25327786e-22 ...  1.15093824e-21
 -1.67863782e-21  1.64119418e-22]",0
3836,"[-4.38052736e-24 -3.83152220e-23 -1.83133082e-23 ... -2.77709600e-23
 -3.16884210e-23  4.00510748e-23]",0
3837,"[-1.33445861e-21 -1.67602239e-21  2.81587977e-21 ...  7.27113405e-23
 -3.11317160e-21 -2.26408173e-21]",0
3838,"[-5.45689301e-23  1.26692444e-22 -1.83979229e-22 ... -6.05747089e-24
  4.20685909e-23  6.50651811e-23]",0
3839,"[ 2.16429871e-22  1.20999650e-21 -2.80867595e-21 ...  5.46104902e-21
  6.08634639e-22 -2.48036707e-21]",0
3840,"[-8.08257533e-25  1.43978287e-23 -8.13178501e-23 ... -1.09392332e-22
 -7.45831257e-23  9.59611093e-23]",0
3841,"[ 2.36923611e-22  2.41132850e-21  2.33042078e-22 ... -7.88499580e-22
 -1.08062391e-21 -1.41711788e-21]",0
3842,"[-8.21386851e-23 -1.56736468e-23 -9.66736528e-24 ... -6.23048731e-23
 -1.43406272e-23 -3.91562560e-23]",0
3843,"[ 3.92174824e-21 -2.90578458e-21 -1.64818269e-22 ...  9.40759879e-22
  2.59598190e-22  2.86406054e-21]",0
3844,"[-4.31502983e-22 -9.73807377e-23  5.80502531e-22 ...  1.26015529e-22
 -9.96901719e-23  4.44508680e-22]",0
3845,"[-1.68802779e-21  2.49971549e-21 -3.37572806e-22 ... -4.11950263e-22
  7.58331404e-22  7.89281426e-22]",0
3846,"[-4.95437212e-23 -1.30575939e-23  1.28273701e-24 ...  1.05979818e-23
 -2.87194721e-24 -1.47809253e-25]",0
3847,"[-8.83565573e-22  1.68827700e-21 -1.60063452e-21 ...  2.27172628e-21
 -2.78974890e-21  3.59411668e-21]",0
3848,"[ 1.05236411e-23  1.93548079e-23 -1.31515117e-23 ...  5.46713401e-24
  1.23850283e-23  2.27242415e-23]",0
3849,"[ 1.49466020e-22  1.97622311e-25  2.20718578e-22 ... -1.81522930e-22
  2.23699530e-22 -2.54965626e-22]",0
3850,"[ 2.40097384e-23  3.19323745e-23  9.81882590e-24 ...  1.98668092e-23
  5.39944283e-23 -1.00071414e-22]",0
3851,"[ 8.63917562e-22 -1.78249509e-22 -1.35570963e-24 ...  3.16407196e-21
 -3.49741098e-21  1.07797600e-21]",0
3852,"[ 1.05353084e-23 -5.09014657e-23 -4.14238826e-22 ... -1.25704393e-23
  1.82166989e-22  3.52168422e-22]",0
3853,"[-9.35845108e-22  1.00420029e-21 -1.86670495e-21 ... -1.01925945e-22
  3.90717488e-22  2.20042600e-21]",0
3854,"[-4.09519390e-22 -1.80695356e-22  1.16623433e-22 ...  3.62334312e-22
 -8.93459739e-22  1.59324558e-22]",0
3855,"[ 2.18074661e-21 -2.77782661e-21 -1.16339142e-21 ...  3.12678381e-21
  2.26304707e-21  9.95281785e-22]",0
3856,"[ 4.67297104e-23 -3.65483045e-23  5.65748175e-23 ...  4.69180944e-23
  6.04719261e-23 -2.82680373e-24]",0
3857,"[ 2.71808502e-22 -9.47955450e-22 -1.33508863e-21 ...  5.81471812e-22
 -2.49573919e-21  2.00053098e-21]",0
3858,"[-4.50405082e-23  5.60323921e-23  2.75024943e-23 ... -2.45665594e-23
  3.26539831e-23 -6.40899497e-23]",0
3859,"[-3.69811889e-21  1.12339981e-21 -1.15036277e-22 ...  2.29117735e-22
  1.97259365e-21  9.54513134e-22]",0
3860,"[-7.38104013e-23  1.83430491e-23  4.72633760e-23 ...  2.74312368e-24
 -4.54697197e-23  3.53182412e-23]",0
3861,"[ 6.36445413e-23  4.08783967e-22 -1.14895805e-22 ...  2.35061850e-23
 -4.52889319e-23  2.40328546e-23]",0
3862,"[-5.73766670e-23 -1.34656209e-22  3.09767633e-22 ...  6.56952776e-22
 -6.20853500e-22  2.13499473e-22]",0
3863,"[-2.02255505e-22  4.44040772e-22 -2.39456143e-24 ... -3.83962945e-23
 -7.71000156e-22  4.35176505e-22]",0
3864,"[ 3.41459352e-24 -1.54638367e-23 -2.26466974e-23 ...  2.41233614e-23
 -3.81835955e-23  4.26843065e-23]",0
3865,"[-2.74872214e-21  1.69819202e-21 -5.79665618e-22 ...  5.90584015e-22
  4.08379850e-22  5.81318942e-22]",0
3866,"[-1.45156783e-22  5.06135143e-23 -5.88000995e-23 ... -1.93261806e-23
  1.72365105e-24  1.65519662e-22]",0
3867,"[ 5.31325712e-22  5.22521147e-22 -2.84614956e-21 ... -2.12631604e-21
  1.33378939e-21 -2.92268517e-21]",0
3868,"[ 2.81086736e-23  4.19889984e-23  8.80422704e-24 ...  9.35222064e-24
  5.20319398e-24 -1.56959053e-23]",0
3869,"[ 1.09777291e-21 -1.43700359e-21 -7.66262100e-23 ...  6.65319524e-22
 -1.33588312e-21  3.12229834e-22]",0
3870,"[ 3.66096933e-23  4.19500811e-23 -3.53360702e-23 ... -5.76611487e-23
  5.15958133e-23 -6.20936358e-23]",0
3871,"[-1.30313182e-21 -3.66643113e-22  2.23978517e-21 ... -1.46848765e-21
  1.98516428e-21 -1.02500321e-21]",0
