,ts,target
3470,"[ 1.81587537e-22 -1.77628681e-22  1.19464398e-22 ... -6.42379424e-23
 -6.49862308e-23 -9.04257935e-23]",0
3471,"[-8.82582253e-23 -2.41872759e-22  3.59008497e-22 ... -1.34580580e-23
  1.59212704e-22 -1.28749360e-22]",0
3472,"[-3.23342136e-22  2.84602011e-22  9.29726256e-23 ...  3.95613663e-22
 -6.87491738e-23 -2.32977453e-22]",1
3473,"[-1.03565697e-22 -9.72617583e-25  3.00788675e-25 ... -1.13727164e-22
  1.96979299e-22 -7.05832510e-23]",1
3474,"[-4.27245520e-23 -2.25560195e-24  2.11277657e-23 ...  2.12823369e-24
 -1.12350226e-22  7.31242769e-25]",1
3475,"[ 7.13728809e-23 -2.55192462e-23  5.16628565e-23 ...  1.20797494e-22
 -1.12278937e-22  3.73441994e-23]",1
3476,"[-1.92962078e-22  7.58732877e-23 -7.50838903e-23 ...  2.86243729e-22
 -3.64065623e-22  1.12335475e-23]",1
3477,"[ 9.64938882e-23  1.17177710e-22  1.42669168e-22 ... -7.57860312e-23
 -1.38066599e-23  1.41024876e-22]",0
3478,"[ 6.47486484e-23 -6.39627943e-23  8.13618987e-23 ... -2.32709254e-22
  3.44035774e-23 -5.27720535e-23]",0
3479,"[-1.08461643e-23  3.79077240e-23 -7.80628129e-23 ... -1.42634753e-22
  6.11803705e-23 -1.70039346e-22]",1
3480,"[ 9.13672718e-23  1.06127313e-22 -6.33510150e-23 ... -8.43553562e-23
 -1.12907983e-22  1.94815779e-22]",1
3481,"[ 1.49496887e-22 -8.61271954e-23  1.48694562e-22 ...  4.79821567e-23
  5.34108114e-23 -1.75203672e-23]",1
3482,"[ 2.34793775e-22 -2.08670382e-23  3.84433109e-22 ... -2.26422669e-22
  6.50619109e-24  4.74628884e-23]",1
3483,"[-2.48856841e-22  3.03164237e-22  1.56363861e-22 ... -1.64596318e-22
 -2.24549058e-22  1.99679141e-22]",1
3484,"[ 1.60314484e-22  2.73200541e-23 -6.65720356e-23 ...  6.94608571e-23
  1.07699121e-23 -3.07344155e-23]",0
3485,"[-3.96774511e-22  4.89182420e-22 -1.67312897e-22 ...  1.26668062e-23
  9.82334750e-23 -2.79149283e-22]",0
3486,"[-1.67536316e-22  3.27713665e-22 -8.45349455e-23 ... -4.20053967e-22
  2.59327209e-22 -1.05622694e-22]",1
3487,"[-2.70898356e-23  7.00290626e-23 -3.82915490e-23 ...  2.83852615e-23
 -1.55781647e-22  8.86605939e-23]",1
3488,"[-4.81068167e-24  4.10078209e-23  2.44859831e-23 ...  1.04388797e-22
 -6.38182864e-23  1.78973992e-22]",1
3489,"[ 2.78683253e-23  5.17290979e-23 -2.49622247e-23 ...  1.11134310e-23
  9.08755699e-23  3.58763639e-23]",1
3490,"[ 2.62061792e-22 -8.97964099e-23 -4.49208804e-23 ...  1.29101292e-22
 -1.85911483e-22  2.26271408e-22]",1
3491,"[ 1.47053424e-22 -1.39536250e-22 -3.76888279e-23 ...  2.30052798e-22
 -2.42359345e-22  4.04788118e-22]",0
3492,"[ 8.54663614e-23 -1.86292143e-22  2.83575064e-22 ... -1.00482132e-22
 -1.95032995e-22  3.56999182e-22]",0
3493,"[-1.92874347e-23 -7.24631474e-23 -7.28364389e-23 ...  6.36935578e-23
  1.07732379e-22 -2.73347799e-23]",1
3494,"[-9.31990190e-23  1.06349693e-22 -2.23759151e-23 ... -1.60477173e-22
  1.20111753e-23 -8.51039542e-23]",1
3495,"[-1.38814791e-22  8.65096755e-23  1.40166653e-22 ... -6.98066354e-23
  7.04547248e-23 -1.55307369e-22]",1
3496,"[-1.47552222e-22  1.00527902e-22  4.90426914e-23 ...  3.07914964e-22
 -9.54869895e-23 -6.61258436e-23]",1
3497,"[ 2.06277061e-22 -1.88838947e-23  8.32988879e-23 ... -2.32301545e-22
  3.02394226e-22 -6.37122883e-23]",1
3498,"[-2.03010928e-22  1.17459128e-22 -2.24547736e-22 ... -5.63454462e-23
 -1.43191801e-22  5.26347262e-23]",0
3499,"[-1.45738371e-22  7.29245182e-23  2.06770162e-22 ...  2.01139842e-22
  1.38242666e-22  1.70461447e-22]",0
3500,"[-1.71025802e-22  3.39264496e-22 -9.48152351e-23 ...  1.10979697e-22
 -6.41499602e-23 -1.41787715e-22]",1
3501,"[ 2.32929572e-22 -1.77820949e-22 -9.84459180e-24 ... -3.70332809e-22
  4.03899875e-22  4.99931383e-23]",1
3502,"[-1.28083317e-23 -7.33939347e-23  2.56350122e-22 ...  7.25502676e-23
  9.26149888e-23 -1.56145176e-22]",1
3503,"[ 2.01509630e-22  1.87836054e-23 -5.93838033e-24 ...  3.51586085e-22
 -4.52305696e-23 -4.78714656e-23]",1
3504,"[ 2.43528695e-23  4.66098418e-23 -1.21425311e-22 ... -2.26382482e-22
  1.15181279e-22 -3.49832675e-23]",1
3505,"[-9.58417442e-23  1.16826062e-23 -5.78756366e-23 ... -1.88820843e-22
 -1.39166041e-22  2.42926535e-23]",0
3506,"[-8.04960009e-24  1.41330568e-22  1.03954990e-22 ... -8.95485987e-23
 -2.42520643e-22  1.66364874e-22]",0
3507,"[-6.54291832e-23 -1.55302735e-22 -5.93293486e-23 ...  1.65411932e-25
  5.27574795e-23  4.75571824e-23]",1
3508,"[-2.40872851e-22  4.67648427e-23 -2.75890318e-22 ... -1.33920377e-22
  1.77140789e-24  8.07345623e-23]",1
3509,"[-2.27208024e-22  1.03491658e-22  4.84055491e-23 ...  4.20200514e-23
 -8.93691782e-23  6.74237057e-24]",1
3510,"[-1.18527296e-22 -5.74143780e-23 -3.55657822e-23 ... -1.16221398e-22
  9.83112780e-23 -9.16393807e-23]",1
3511,"[ 1.33722635e-22 -2.48331328e-22 -8.39413164e-23 ... -2.65783969e-22
  9.58929980e-23  3.10278498e-23]",1
3512,"[-3.25989216e-23  7.07427806e-24  7.29319249e-23 ... -1.12025171e-22
  5.45796417e-23  2.13124117e-22]",0
3513,"[-2.91708251e-22 -8.98597053e-23  1.06973722e-22 ...  1.28462046e-22
  3.60476088e-22 -1.75501569e-22]",0
3514,"[-1.58977955e-22  1.96327794e-22 -5.47534400e-23 ...  3.86392170e-23
 -8.95657366e-23 -8.65626410e-24]",1
3515,"[-2.92821780e-22  4.52216416e-25  2.21071072e-23 ...  3.23274511e-22
  5.43098743e-23 -2.85143523e-23]",1
3516,"[-6.48575564e-23  7.18295558e-23 -1.09660535e-22 ... -2.62158000e-23
 -2.50090996e-22  2.09779017e-22]",1
3517,"[-2.35165611e-22  3.19978430e-22 -2.97595705e-22 ... -2.84243773e-22
  1.19837985e-22 -8.67294213e-23]",1
3518,"[ 1.58074171e-22  1.95177617e-22  1.44026907e-22 ...  3.30330971e-23
  1.95282862e-23 -1.92377666e-23]",1
3519,"[ 1.56074573e-22  7.60506205e-23  1.84404973e-22 ...  2.34790278e-22
  3.14740203e-23 -4.74088128e-24]",0
3520,"[-2.07198317e-22 -5.09477567e-23 -1.48778610e-22 ...  1.90978988e-23
  1.49167042e-22 -9.38749814e-23]",0
3521,"[ 1.05516824e-22 -1.67453170e-22 -1.82331396e-22 ... -3.70247956e-23
  2.67388958e-23 -8.63469934e-23]",1
3522,"[-3.55398342e-23  6.35311103e-23 -6.85847601e-23 ... -1.14355377e-22
  3.92974085e-23  1.23549116e-22]",1
3523,"[-5.29300735e-23  7.21466305e-23 -1.16094448e-22 ... -5.31851334e-23
  2.07282067e-22  1.11801790e-22]",1
3524,"[ 7.93511284e-23 -3.69370722e-22 -1.69871060e-23 ... -7.08409480e-23
 -2.09994136e-22  1.00145673e-22]",1
3525,"[-1.12565123e-22  2.21902456e-22  5.44467276e-23 ...  7.41482191e-24
 -2.76449115e-22  2.82884431e-22]",1
3526,"[ 8.92284539e-23 -1.04699042e-22  6.75021230e-23 ...  2.74024752e-22
 -5.73003707e-23  6.54195608e-23]",0
3527,"[-1.45379476e-23  3.32130634e-22 -1.42906661e-22 ...  1.42957950e-22
  1.29158492e-23  4.85592404e-23]",0
3528,"[ 2.21535689e-22 -1.81648197e-22  2.59979474e-23 ...  1.63370910e-22
  5.04335615e-23  4.96803777e-23]",1
3529,"[-2.09926750e-22  3.51259195e-22 -1.15183973e-21 ...  7.94682902e-23
 -1.84125432e-22  2.16765138e-22]",1
3530,"[ 3.78464899e-23 -5.89424103e-23  1.06045727e-22 ...  2.29452553e-22
 -2.47832741e-23 -5.68037700e-23]",1
3531,"[ 2.33759050e-22  3.74689719e-23  1.12943967e-22 ... -6.45863499e-23
  2.67279432e-22 -1.30227758e-22]",1
3532,"[ 1.29164345e-23 -1.31505247e-22  5.49046483e-23 ...  1.18465904e-22
 -1.64066996e-22  5.82170809e-23]",1
3533,"[-1.93719122e-22 -9.35344838e-23 -2.10888123e-22 ...  2.41024489e-23
  3.77110551e-23 -1.51241777e-22]",0
3534,"[ 1.36791112e-23  1.01664756e-22 -3.42078085e-22 ...  6.49668286e-23
  9.18659480e-23 -2.49247355e-22]",0
3535,"[ 5.45727144e-23 -9.96569887e-23  5.12241246e-23 ...  1.51969221e-22
  1.08524464e-22  9.64247642e-23]",1
3536,"[ 2.31559751e-23 -8.32715514e-23 -1.07067791e-22 ...  1.38048769e-22
 -1.46275111e-22 -2.45063757e-22]",1
3537,"[-7.51870325e-25  4.68427824e-23 -3.66738380e-22 ... -2.24126962e-22
 -4.88591327e-23 -2.68632874e-22]",1
3538,"[ 6.13846798e-23  2.07547745e-22 -1.35000858e-22 ... -8.97144086e-23
  8.81736354e-23  9.12461471e-23]",1
3539,"[ 1.25069892e-22  1.20113525e-22 -8.41335980e-23 ... -9.31577079e-24
  2.49819853e-22 -1.47909960e-22]",1
3540,"[ 7.00092311e-23 -6.97888923e-23 -5.38766995e-23 ...  9.75778463e-23
 -1.27264465e-22  2.03205776e-22]",0
3541,"[2.02493231e-22 3.60070322e-23 2.25409942e-22 ... 1.05843524e-22
 2.57275943e-22 2.04002011e-22]",0
3542,"[ 1.60343507e-22  2.86988037e-23  8.78025572e-23 ...  3.63901696e-22
 -2.21088979e-22  3.91804382e-23]",1
3543,"[ 9.44353165e-24  1.37163446e-22  7.13846157e-23 ... -9.37861744e-23
  3.59302401e-23  5.81229606e-23]",1
3544,"[-1.81436107e-22 -2.98951373e-23  1.37443992e-22 ...  1.55107206e-22
 -1.37991498e-22  6.41704571e-23]",1
3545,"[-9.34836711e-23 -6.47982170e-23  5.70211645e-23 ... -8.53132171e-23
  3.27669024e-22 -3.65739976e-22]",1
3546,"[-4.58935826e-23  2.13607722e-22 -1.54510922e-22 ... -2.09266748e-23
 -1.01196537e-22 -5.31160081e-23]",1
3547,"[ 1.68360253e-22 -3.32105572e-22  5.53678000e-23 ...  3.90294008e-23
  2.06398137e-24  1.52569655e-22]",0
3548,"[-6.27988806e-23 -7.72965787e-23  1.01897717e-22 ... -1.15782895e-22
  1.01235392e-22 -3.04920924e-22]",0
3549,"[ 1.90472103e-24 -1.58073116e-21 -1.79863098e-21 ... -4.28766971e-23
 -2.17377181e-24 -4.31364239e-23]",1
3550,"[-1.26445578e-22  1.91398131e-22 -1.34245950e-23 ...  1.59323522e-22
 -2.46360167e-23 -1.64426359e-23]",1
3551,"[-1.11998816e-23 -6.66748104e-23  5.44661643e-23 ... -1.35015686e-22
  1.13932325e-22 -2.26357668e-23]",1
3552,"[-2.07976109e-22  1.23917841e-22 -8.64484686e-23 ... -1.50869303e-22
 -1.21190153e-22 -3.96818834e-23]",1
3553,"[ 6.01982386e-23  3.15741222e-23  3.52261639e-22 ... -7.36415807e-24
 -3.11467573e-23 -3.27803886e-24]",1
3554,"[-4.90562901e-22  2.18947448e-22 -1.43601066e-22 ...  1.20320143e-22
 -1.03743555e-22 -1.52570209e-22]",0
3555,"[ 1.40709955e-23 -1.17149329e-23  1.08822345e-22 ...  2.99848145e-22
 -7.05849719e-23  1.84734705e-22]",0
3556,"[-3.29692081e-23 -1.52947202e-22 -3.23814574e-23 ...  1.14060336e-22
 -1.99363850e-23  1.62380272e-22]",1
3557,"[-2.98797416e-23 -1.37869670e-22 -1.11083171e-22 ... -5.67716777e-23
  2.02088155e-23 -1.38488318e-22]",1
3558,"[-1.16945932e-23 -2.69653671e-22  1.61301988e-22 ...  2.65988106e-22
  1.35294728e-22 -1.95182910e-22]",1
3559,"[-7.85762325e-23  1.62484925e-22 -1.05678000e-22 ...  5.23109419e-23
 -2.87339932e-23  4.91343355e-23]",1
3560,"[ 2.64798390e-22 -1.99272103e-22 -2.04226166e-22 ... -3.47550044e-22
 -2.31026016e-22  3.17370041e-22]",1
3561,"[ 5.47555870e-23  9.86421127e-23 -2.14115599e-22 ...  5.32256689e-21
 -9.02549437e-22  5.12062840e-22]",0
3562,"[ 5.62728199e-23  1.89170892e-22 -1.20937653e-22 ... -1.05499944e-22
  2.85691343e-23 -1.22668474e-22]",0
3563,"[ 1.10975010e-22  2.77007412e-22 -1.73328157e-23 ... -7.19197282e-23
 -1.52685657e-22 -8.33518065e-24]",1
3564,"[-1.62900943e-22  6.32861176e-23 -1.74878273e-22 ...  1.51089936e-22
 -2.87929244e-23 -1.75081697e-23]",1
3565,"[ 1.68675579e-22  2.26704146e-22 -1.72814322e-23 ...  1.03864528e-22
  2.99463907e-23 -7.67858100e-23]",1
3566,"[ 5.25707967e-23 -1.31960318e-23  6.32443585e-23 ...  2.09801281e-23
  6.22116650e-23 -1.22684761e-22]",1
3567,"[-8.37807425e-23 -2.22741125e-22  9.53505676e-23 ...  8.17693990e-23
 -3.31336573e-23  7.86645597e-23]",1
3568,"[-8.64672332e-24 -6.08803810e-24  5.93764144e-23 ... -1.31907413e-22
  1.53182688e-23 -3.74219066e-22]",0
3569,"[-7.56155322e-23  2.57427093e-22 -4.84425406e-23 ...  1.41921815e-22
 -2.69925906e-22 -7.85234816e-23]",0
3570,"[ 1.11063090e-22  5.97460147e-23  3.84831214e-23 ...  1.10981585e-22
 -7.02353888e-23 -3.77506365e-24]",1
3571,"[ 1.63687769e-23 -2.79437877e-23 -1.00024847e-23 ... -1.31372932e-23
 -6.90486314e-23 -1.15777836e-22]",1
3572,"[ 9.90581060e-23  1.09761850e-22 -7.82539313e-23 ... -3.78454967e-23
  8.61468642e-23 -1.04504076e-22]",1
3573,"[ 9.22421530e-23  7.58250905e-23 -7.32119309e-23 ...  5.22741974e-23
  4.03247004e-23 -2.39366360e-22]",1
3574,"[ 1.09446736e-22 -5.05087927e-23 -1.13264964e-22 ...  2.55967871e-23
  2.02744477e-22  2.34941662e-23]",1
3575,"[ 2.62593655e-22 -2.79958360e-22  9.66188169e-23 ...  4.92702031e-23
 -7.49540520e-23 -4.09540871e-23]",0
3576,"[-2.00449740e-22  1.43155898e-22  3.46090509e-23 ...  1.55430108e-22
 -1.31190537e-22 -3.42861117e-23]",0
3577,"[ 2.21687937e-22 -9.46097075e-23 -6.01680272e-23 ...  2.70223506e-24
 -2.39845549e-22 -7.34826753e-24]",1
3578,"[ 2.98425298e-23  1.30446539e-23 -3.12089604e-23 ... -5.23446710e-23
 -7.97948896e-23  7.70778796e-23]",1
3579,"[-1.02133630e-22  2.99625855e-22 -1.48709037e-22 ...  7.24043182e-23
 -2.11832706e-22  2.98030808e-22]",1
3580,"[ 1.70559032e-23  2.66856634e-23 -2.64735288e-23 ... -7.83823355e-23
 -5.99636895e-23 -3.73226431e-23]",1
3581,"[-1.41892523e-22 -2.73070637e-22 -4.13834936e-24 ...  5.47423693e-24
  1.45046992e-23 -1.85359236e-22]",1
3582,"[ 9.32337003e-23 -2.83709439e-22  7.00414091e-23 ... -1.16840805e-22
  2.89942442e-22 -1.21566246e-22]",0
3583,"[-2.76836848e-22  1.83974685e-22 -1.50173052e-22 ... -5.16857789e-23
  8.22140609e-23 -2.37706655e-23]",0
3584,"[-4.44876833e-23  1.56654892e-22 -2.05517618e-22 ... -9.66711692e-23
  2.12234909e-22  5.00361206e-23]",1
3585,"[ 1.01176616e-22 -1.80542312e-22 -1.38228885e-22 ... -9.60020853e-23
 -7.11199575e-23  2.73769550e-22]",1
3586,"[ 3.91936233e-23 -3.79315776e-23 -1.94780803e-22 ... -6.87199644e-23
  5.00297654e-23 -1.25974759e-22]",1
3587,"[ 1.13080359e-22  4.94718538e-24 -3.20800792e-23 ...  1.24838061e-22
 -1.54088649e-22  2.79445263e-22]",1
3588,"[ 3.98260499e-23  2.06559750e-23  2.09256253e-22 ... -1.00540979e-22
  2.19860534e-22 -1.73878996e-22]",1
3589,"[-3.77203991e-22  1.46355910e-22 -4.75532047e-23 ... -8.87760972e-23
  4.63279085e-22 -1.70528225e-22]",0
3590,"[ 8.34725265e-23 -4.09378779e-23 -2.17258500e-23 ...  1.88148623e-23
  1.60853075e-22 -2.43427440e-22]",0
3591,"[-2.46508996e-22  9.24546815e-23  4.51726622e-23 ...  3.65285011e-23
 -2.41146859e-22  1.11209787e-23]",1
3592,"[ 5.19208396e-23  4.14694433e-23 -6.94303927e-23 ... -1.75775660e-22
  4.08288577e-23 -7.66936973e-24]",1
3593,"[-1.82875187e-22 -5.38136383e-23  1.07918757e-23 ... -1.32145955e-22
 -1.22644657e-22  3.11365264e-24]",1
3594,"[ 8.48326201e-23 -1.67094315e-22  1.06201012e-23 ...  3.37061622e-24
  5.53797294e-23  1.98060883e-22]",1
3595,"[ 5.81852857e-23  2.47560636e-22  4.09855114e-22 ... -1.80352788e-22
  6.21842886e-23 -2.89221481e-22]",1
3596,"[ 1.20558462e-23  4.82042517e-22 -5.47244691e-22 ... -1.04933241e-22
  1.45439789e-22 -3.17823063e-22]",0
3597,"[ 2.18218049e-22 -4.36716116e-23 -2.27407609e-22 ... -2.38836851e-22
  2.72417837e-22  3.19441132e-22]",0
3598,"[-1.25835022e-22 -5.48913531e-23 -1.05207813e-24 ...  5.02192463e-23
 -7.48338291e-23 -1.55952055e-24]",1
3599,"[ 2.54011207e-23  7.95950413e-23  1.33639248e-23 ... -4.25880633e-23
 -3.68874679e-23 -9.73222098e-24]",1
3600,"[ 2.23805068e-22 -1.64755552e-22  1.66669441e-22 ...  1.26458636e-22
 -3.39861632e-22 -2.30629026e-23]",1
3601,"[ 9.47760117e-24  3.12833553e-23 -9.61028566e-23 ...  1.75036306e-22
  1.15962054e-23  1.88301165e-23]",1
3602,"[-3.43309254e-23 -4.85111664e-23  2.86711615e-23 ... -4.95310320e-23
 -2.61875183e-23  1.47325121e-23]",1
3603,"[ 3.57555410e-23  7.23032675e-23  2.32899686e-23 ...  1.41031253e-23
 -8.51178795e-23  5.71130186e-23]",0
3604,"[ 6.44826464e-23  1.93315234e-23  1.53642983e-22 ...  6.93343809e-23
 -4.83612457e-23 -9.30653757e-23]",0
3605,"[ 1.46607976e-22 -5.92408676e-23 -3.42667898e-24 ...  1.07081225e-23
 -7.55106587e-23 -1.09173821e-22]",1
3606,"[-4.71588280e-23  3.66552742e-23  1.13027069e-22 ...  1.03799098e-22
 -1.24801731e-22  1.93562922e-23]",1
3607,"[ 1.52511149e-22 -1.83850508e-22  4.54938633e-23 ... -3.73948708e-22
  1.91731297e-22 -1.60132964e-22]",1
3608,"[-8.28481908e-23  1.02867545e-22  1.15170363e-22 ... -4.03172245e-22
  9.87888280e-23 -2.38077075e-22]",1
3609,"[ 1.57715614e-22  6.71716132e-23  2.00883044e-23 ... -9.16405308e-23
  2.16819655e-22  3.95539322e-22]",1
3610,"[ 9.50369734e-24 -9.30073553e-23  2.89190560e-22 ... -1.70746000e-22
  1.25473334e-22  1.55518143e-22]",0
3611,"[-3.07499107e-23 -4.63656533e-23 -6.38194671e-23 ...  1.59797129e-23
  8.74108801e-23 -3.24304181e-23]",0
3612,"[-2.09473537e-22 -1.20466942e-22  4.56139297e-22 ...  4.07662474e-22
 -4.79570768e-22 -1.27951386e-23]",1
3613,"[ 1.81735787e-22 -1.11265715e-22  9.17200859e-23 ... -1.21400822e-23
  1.15391185e-22 -8.64639837e-23]",1
3614,"[ 3.37225905e-23 -1.57905865e-22  2.55277507e-22 ... -1.55745778e-22
 -1.17651689e-22  4.13965944e-24]",1
3615,"[ 5.75199401e-23  9.06401527e-23  1.26856923e-22 ...  1.40853817e-22
 -2.24495070e-22 -1.01914892e-22]",1
3616,"[ 1.19463032e-22 -7.50877050e-23  6.57087401e-23 ...  4.19436828e-22
 -2.12085670e-22  7.85625095e-23]",1
3617,"[-1.20399184e-23 -3.93316180e-24 -3.04793906e-23 ...  2.25282691e-22
 -3.46707308e-22  4.98447945e-22]",0
3618,"[-2.03694597e-22 -9.48303644e-23 -1.27948432e-22 ...  2.02876548e-23
  1.76358176e-22 -2.93640693e-22]",0
3619,"[-9.37663608e-23 -2.63128886e-22  2.57643444e-22 ... -3.00268464e-22
 -6.81590780e-23 -5.13148206e-23]",1
3620,"[ 1.74948724e-23 -1.74275706e-22  3.52657578e-23 ...  8.21205032e-23
  2.10569658e-22 -2.94490168e-22]",1
3621,"[-5.49056313e-23  1.36824301e-22 -8.81133286e-23 ... -9.99193546e-23
  1.45592998e-22 -6.57400861e-23]",1
3622,"[ 8.75607173e-23 -2.57936618e-23  1.60254019e-22 ...  1.61171926e-22
 -2.24396846e-22 -4.67104507e-23]",1
3623,"[-1.64465596e-22  1.48290764e-22 -1.68734359e-22 ...  4.43995821e-23
  2.04203893e-22  1.99282992e-22]",1
3624,"[ 1.36016024e-22 -1.54300920e-22 -3.77301551e-23 ...  2.33168199e-22
  4.50713382e-23  2.10920533e-22]",0
3625,"[ 1.48885433e-22 -1.85205675e-22 -1.65876403e-23 ...  1.67992517e-22
 -1.19863658e-22  8.85789477e-23]",0
3626,"[ 2.51846004e-22 -6.50210912e-23  1.65061238e-22 ... -3.66776850e-22
  2.27380058e-22 -7.62554414e-23]",1
3627,"[ 1.09194740e-22 -2.15718247e-22 -1.39435463e-23 ... -5.29704344e-23
 -7.81990951e-23  1.43097280e-22]",1
3628,"[ 5.32056826e-23 -3.72542286e-23  6.19369196e-26 ... -9.20588340e-23
 -3.68196508e-23 -2.28012020e-23]",1
3629,"[-2.08986521e-22 -1.77586827e-22  4.04290701e-23 ...  1.21144663e-22
  2.27711137e-22 -7.09637796e-23]",1
3630,"[ 9.23489913e-23 -2.42009183e-22  1.20249893e-22 ... -1.05999149e-24
  7.83363607e-23  1.58577112e-22]",1
3631,"[ 5.35856596e-23  6.48114555e-23  3.53993928e-23 ...  2.38396832e-22
 -2.70374126e-22  4.15316319e-22]",0
3632,"[ 1.05767107e-22  2.43708356e-22 -9.55466148e-23 ... -1.40941445e-22
 -2.81379298e-23  3.00576640e-23]",0
3633,"[-1.87162522e-22  8.63926188e-24  1.91973158e-22 ... -2.36507938e-22
  1.39543360e-22 -8.62231671e-23]",1
3634,"[-1.96238291e-22  1.89501938e-24  2.74234577e-22 ...  1.62215498e-22
 -1.07919625e-22  2.59618981e-23]",1
3635,"[ 1.32416788e-22 -1.76512423e-24  1.15869676e-22 ...  1.17606486e-22
  3.63129714e-23 -5.24024956e-23]",1
3636,"[ 2.96246521e-23  4.36793190e-23 -9.62454232e-23 ... -3.93217774e-23
 -2.55082049e-24 -3.97751009e-23]",1
3637,"[-1.04271194e-22  1.92487358e-22 -1.22028813e-22 ... -1.61795140e-22
 -1.30429832e-22  4.45532744e-23]",1
3638,"[-2.71819401e-22  3.54280661e-22 -2.53604031e-22 ...  1.87018658e-22
 -2.35831705e-22  1.84390649e-22]",0
3639,"[ 8.86804714e-24  2.43214281e-22 -1.82570156e-22 ...  3.37865191e-23
 -2.89838134e-23  3.61859478e-23]",0
3640,"[ 2.49429954e-22 -1.89566688e-22  3.01394749e-23 ... -1.78182064e-22
  7.27127487e-23  1.00788677e-22]",1
3641,"[-2.38937741e-23  1.26344161e-22 -8.02356481e-23 ... -1.07454565e-22
  1.00109709e-22 -1.06764487e-22]",1
3642,"[ 3.31197944e-23 -2.36769621e-23  1.04152169e-22 ...  6.07691493e-24
 -2.81056355e-22 -2.41223947e-23]",1
3643,"[ 3.65398977e-25 -8.35890006e-23  2.63532250e-22 ... -3.51698370e-22
 -1.18248201e-22 -2.98409013e-23]",1
3644,"[ 1.61839749e-23 -1.44120534e-23  1.27452516e-24 ... -1.25067940e-22
 -1.09450332e-22  1.35592303e-22]",1
3645,"[ 4.68037468e-23 -8.83739302e-23 -2.06366558e-22 ... -3.67864805e-23
 -1.42520043e-22 -3.28279128e-23]",0
3646,"[ 1.03261274e-22  1.14746906e-22 -1.24906835e-22 ... -9.92722810e-23
  2.51265629e-22 -1.07324915e-22]",0
3647,"[ 3.64050140e-22  2.39670711e-22  1.27663244e-22 ... -1.49600663e-22
 -1.74673820e-22 -5.91443568e-23]",1
3648,"[-5.54491734e-23 -1.52968935e-22  1.34657257e-22 ...  1.18541993e-22
  4.40191130e-23 -2.19793516e-22]",1
3649,"[ 7.01794950e-23 -1.43025796e-22  1.13276021e-22 ...  8.45920668e-23
  3.06306633e-23  5.01611143e-23]",1
3650,"[-7.29699852e-24  1.21981232e-22 -6.62316669e-23 ...  4.21188185e-22
 -1.26221481e-23  1.42081977e-22]",1
3651,"[ 6.91978465e-23 -2.22663892e-22 -2.95064588e-23 ... -2.05036000e-22
  1.40082175e-22  1.40418858e-22]",1
3652,"[-1.78416909e-22  4.12030262e-22  1.40727482e-23 ... -9.16472273e-23
 -1.30771302e-22  6.13839598e-23]",0
3653,"[ 2.17195625e-22 -9.35705039e-23 -1.49824141e-22 ... -6.06495871e-23
  2.69523785e-22 -9.38637782e-23]",0
3654,"[ 2.79188547e-23 -1.48495842e-22  1.15118683e-22 ...  4.51223647e-23
  1.64589207e-22 -1.07937281e-22]",1
3655,"[-7.78472497e-23  7.44914013e-23  1.87258231e-23 ...  7.87861721e-23
  1.42229377e-23  7.52249033e-23]",1
3656,"[-6.39402596e-23 -2.07071371e-22 -7.17430010e-23 ...  1.66386012e-22
 -2.38415048e-22 -8.14527574e-23]",1
3657,"[-1.39452915e-24 -1.36483427e-22  2.35364861e-22 ...  1.16384916e-23
 -1.80303579e-22  2.61649590e-22]",1
3658,"[ 2.54036870e-23 -5.56687661e-23  9.62669363e-23 ...  1.19586216e-22
  9.66036895e-23  1.71434330e-22]",1
3659,"[ 8.00926323e-23 -2.45747304e-23  9.13922904e-23 ... -2.23103143e-22
  1.56653231e-22 -1.93062083e-22]",0
3660,"[ 2.68654540e-23 -1.10782488e-22  1.03153949e-22 ... -1.92314627e-24
  3.03872934e-23 -1.08482489e-22]",0
3661,"[ 2.98571766e-22 -3.34018204e-23 -1.72530890e-22 ... -2.09371667e-22
 -8.90249477e-23 -2.33040448e-22]",1
3662,"[ 4.89412929e-23  1.47616325e-22 -1.35014502e-22 ... -7.78209122e-23
 -3.19010796e-23  2.01283417e-22]",1
3663,"[ 5.63131269e-23 -2.28489680e-22 -8.22175154e-24 ... -2.74322589e-23
  8.36083422e-23  3.91822803e-22]",1
3664,"[-1.50344150e-23 -3.42719854e-24  1.45133505e-23 ...  3.00391629e-22
  2.17537371e-23  4.58001063e-23]",1
3665,"[-8.22296546e-23  1.22116839e-22 -1.37362831e-23 ... -1.89235201e-23
  8.48879933e-23 -1.18275131e-25]",1
3666,"[ 1.90530393e-22 -1.22546104e-22  1.96816169e-22 ... -1.45118317e-22
  1.08271597e-22 -8.34658514e-23]",0
3667,"[-1.07946882e-22 -2.44396489e-23 -7.89397356e-23 ... -3.77942199e-24
 -2.38600064e-22  2.00590389e-22]",0
3668,"[-1.96441938e-22 -1.97008924e-22 -2.20391422e-22 ...  8.44390202e-23
 -1.86090389e-23 -7.05965656e-24]",1
3669,"[-8.12020216e-23  1.30602794e-22 -5.10481287e-23 ... -9.63157623e-23
  1.15957719e-22 -1.05804386e-22]",1
3670,"[-2.12532881e-22  2.90869528e-22 -7.03633048e-23 ...  2.39052050e-22
  2.00712413e-22  1.64067575e-22]",1
